symbol,name,industry,sector,market_cap,exchange
PARSHWANA,Parshwanath Corporation Limited,Unknown,Unknown,390853632,BSE
RAJVI,Unknown,Unknown,Unknown,0,BSE
MILLENNIUM,Millennium Online Solutions (India) Limited,Unknown,Unknown,138554016,BSE
ICDSLTD,ICDS Limited,Real Estate Services,Real Estate,538002688,BSE
CANFINHOME,Can Fin Homes Limited,Mortgage Finance,Financial Services,119798652928,BSE
MUNCAPM,Munoth Capital Market Limited,Unknown,Unknown,0,BSE
IVC,IL&FS Investment Managers Limited,Financial Conglomerates,Financial Services,3777816832,BSE
SHRIRAMFIN,Shriram Finance Limited,Credit Services,Financial Services,1343107891200,BSE
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Credit Services,Financial Services,1329237458944,BSE
SAGARSYST,Unknown,Unknown,Unknown,0,BSE
IDINFO,Unknown,Unknown,Unknown,0,BSE
VLSFINANCE,VLS Finance Limited,Capital Markets,Financial Services,14348903424,BSE
INDCEMCAP,India Cements Capital Limited,Unknown,Unknown,410681312,BSE
ADMANUM,Ad-Manum Finance Limited,Unknown,Unknown,967500032,BSE
MEHIF,Mehta Integrated Finance Limited,Unknown,Unknown,189300000,BSE
INTRGLB,Inter Globe Finance Limited,Unknown,Unknown,861656512,BSE
MCLTD,Unknown,Unknown,Unknown,0,BSE
SHRISTI,Shristi Infrastructure Development Corporation Limited,Unknown,Unknown,1314684032,BSE
CREST,Crest Ventures Limited,Financial Conglomerates,Financial Services,15457485824,BSE
VAKRANGEE,Vakrangee Limited,Information Technology Services,Technology,37835829248,BSE
GUJCRED,Gujarat Credit Corporation Limited,Unknown,Unknown,615249984,BSE
SYLPH,Sylph Technologies Limited,Unknown,Unknown,0,BSE
DHARFIN,Dharani Finance Limited,Unknown,Unknown,43950720,BSE
ALEXANDER,Alexander Stamps and Coin Limited,Unknown,Unknown,146534400,BSE
INDBANK,Indbank Merchant Banking Services Limited,Capital Markets,Financial Services,2076899712,BSE
SHRYDUS,Unknown,Unknown,Unknown,0,BSE
BHARAT,Bharat Bhushan Finance & Commodity Brokers Limited,Unknown,Unknown,163002896,BSE
CAPTRUST,Unknown,Credit Services,Financial Services,2263963136,BSE
USHAKIRA,Ushakiran Finance Limited,Unknown,Unknown,80838768,BSE
VIVOBIOT,Vivo Bio Tech Limited,Unknown,Unknown,495524384,BSE
VEERHEALTH,Veerhealth Care Limited,Unknown,Unknown,150162544,BSE
PANINDIAC,Pan India Corporation Limited,Unknown,Unknown,698474560,BSE
SAHARAHOUS,Sahara Housingfina Corporation Limited,Unknown,Unknown,270760000,BSE
NDASEC,NDA Securities Limited,Unknown,Unknown,225788144,BSE
GSBFIN,GSB Finance Limited,Unknown,Unknown,99000000,BSE
MORARKFI,Morarka Finance Limited,Unknown,Unknown,714033088,BSE
MONARCH,Monarch Networth Capital Limited,Capital Markets,Financial Services,31423588352,BSE
PROFINC,Pro Fin Capital Services Ltd.,Unknown,Unknown,13427110,BSE
TIMESGTY,Times Guaranty Limited,Asset Management,Financial Services,1329187584,BSE
SANCF,Unknown,Unknown,Unknown,0,BSE
SODFC,Som Datt Finance Corporation Limited,Unknown,Unknown,1074358784,BSE
REGTRUS,Regency Trust Limited,Unknown,Unknown,42500000,BSE
AVONMORE,Avonmore Capital & Management Services Limited,Capital Markets,Financial Services,3502980096,BSE
LIBORDFIN,Libord Finance Limited,Unknown,Unknown,269255008,BSE
YASHMGM,Yash Management & Satellite Ltd.,Unknown,Unknown,236470000,BSE
ARIHANTCAP,Unknown,Capital Markets,Financial Services,11577365504,BSE
ISLCONSUL,ISL Consulting Limited,Unknown,Unknown,774480000,BSE
DCMFINSERV,DCM Financial Services Limited,Credit Services,Financial Services,170142016,BSE
RRFIN,RR Financial Consultants Limited,Unknown,Unknown,0,BSE
FEDDERSHOL,Unknown,Unknown,Unknown,0,BSE
SAMBHAAV,Sambhaav Media Limited,Publishing,Communication Services,1152399360,BSE
OMEGAIN,Unknown,Unknown,Unknown,0,BSE
SUGALDAM,Sugal & Damani Share Brokers Limited,Unknown,Unknown,460063232,BSE
NETTLINX,Nettlinx Limited,Unknown,Unknown,970826880,BSE
BGIL,Unknown,Unknown,Unknown,0,BSE
SCANSTL,Scan Steels Limited,Unknown,Unknown,3826952960,BSE
GICHSGFIN,GIC Housing Finance Limited,Mortgage Finance,Financial Services,12784250880,BSE
MATHEWE,Mathew Easow Research Securities Limited,Unknown,Unknown,86117496,BSE
AJCON,Ajcon Global Services Limited,Unknown,Unknown,277308512,BSE
CHRTEDCA,Chartered Capital and Investment Limited,Unknown,Unknown,677760576,BSE
STANCAP,Standard Capital Markets Limited,Unknown,Unknown,0,BSE
YOGI,Unknown,Unknown,Unknown,0,BSE
CUBIFIN,Cubical Financial Services Limited,Unknown,Unknown,144025696,BSE
RELICTEC,Relic Technologies Limited,Unknown,Unknown,54180000,BSE
NIMBSPROJ,Nimbus Projects Limited,Unknown,Unknown,878055936,BSE
BAIDFIN,Baid Finserv Limited,Credit Services,Financial Services,1789013120,BSE
VIPULLTD,Unknown,Real Estate—Diversified,Real Estate,5121040896,BSE
KZLFIN,K Z Leasing and Finance Limited,Unknown,Unknown,101241552,BSE
PASUFIN,Unknown,Unknown,Unknown,0,BSE
MEHTAHG,Mehta Housing Finance Limited,Unknown,Unknown,591744000,BSE
UGROCAP,UGRO Capital Limited,Credit Services,Financial Services,23379429376,BSE
SAHLIBHFI,Shalibhadra Finance Limited,Unknown,Unknown,4052260864,BSE
ABIRAFN,Abirami Financial Services (India) Limited,Unknown,Unknown,344700000,BSE
MANSIFIN,Mansi Finance (Chennai) Limited,Unknown,Unknown,407573984,BSE
SEVENHILL,Seven Hill Industries Limited,Unknown,Unknown,13003200,BSE
AASTAFIN,Unknown,Unknown,Unknown,0,BSE
MUTHOOTCAP,Unknown,Credit Services,Financial Services,6134917632,BSE
MASTERTR,Master Trust Limited,Unknown,Unknown,19376662528,BSE
ZNILKENG,Unknown,Unknown,Unknown,0,BSE
EFCIL,Unknown,Unknown,Unknown,0,BSE
SOBME,Unknown,Unknown,Unknown,0,BSE
CNIRESLTD,Cni Research Limited,Unknown,Unknown,1476379392,BSE
ZSARACOM,Saraswati Commercial (India) Limited,Unknown,Unknown,23598776320,BSE
WINROC,Unknown,Unknown,Unknown,0,BSE
INERTIAST,Unknown,Unknown,Unknown,0,BSE
PHTRADING,Unknown,Unknown,Unknown,0,BSE
KAPILCO,Kapil Cotex Limited,Unknown,Unknown,0,BSE
TCC,Unknown,Unknown,Unknown,0,BSE
ROYALIND,Royal India Corporation Limited,Unknown,Unknown,907736448,BSE
LUHARUKA,Luharuka Media & Infra Limited,Unknown,Unknown,375817216,BSE
SHYAM,Unknown,Unknown,Unknown,0,BSE
ZSANMCOM,Unknown,Unknown,Unknown,0,BSE
WARDHEALTH,Unknown,Unknown,Unknown,0,BSE
VISVEN,Schwab Intermediate Term U.S. T,Unknown,Unknown,0,BSE
MRUTR,Unknown,Unknown,Unknown,0,BSE
DECNGOLD,Deccan Gold Mines Limited,Unknown,Unknown,13336484864,BSE
UPL,UPL Limited,Agricultural Inputs,Basic Materials,466277302272,BSE
NIBEORD,Unknown,Unknown,Unknown,0,BSE
CRANESSOFT,Cranes Software International Limited,Unknown,Unknown,565281600,BSE
SAICOM,Unknown,Unknown,Unknown,0,BSE
EY,Unknown,Unknown,Unknown,0,BSE
TRIPR,Unknown,Unknown,Unknown,0,BSE
NIDHGRN,Nidhi Granites Limited,Unknown,Unknown,0,BSE
ROSEMER,Unknown,Unknown,Unknown,0,BSE
TWIROST,Unknown,Unknown,Unknown,0,BSE
SIGIND,Unknown,Specialty Chemicals,Basic Materials,2199238144,BSE
KAJALSY,Kajal Synthetics and Silk Mills Limited,Unknown,Unknown,0,BSE
AVANCE,Avance Technologies Limited,Unknown,Unknown,0,BSE
MLINDLTD,Unknown,Unknown,Unknown,0,BSE
TERRAREAL,Terraform Realstate Limited,Unknown,Unknown,0,BSE
SECURKLOUD,SecureKloud Technologies Limited,Software—Application,Technology,1120925568,BSE
ABANSENT,ABans Enterprises Limited,Unknown,Unknown,2305902080,BSE
VAMA,Vama Industries Limited,Unknown,Unknown,461775200,BSE
SUNTECK,Sunteck Realty Limited,Real Estate—Development,Real Estate,85415985152,BSE
BENTCOM,Unknown,Unknown,Unknown,0,BSE
SILVERO,Silveroak Commercials Limited,Unknown,Unknown,12265000,BSE
CLASELE,Classic Electricals Limited,Unknown,Unknown,0,BSE
PRISMMEDI,Prism Medico and Pharmacy Limited,Unknown,Unknown,179174352,BSE
SPVGLOBAL,Unknown,Unknown,Unknown,0,BSE
VERITAS,Veritas (India) Limited,Unknown,Unknown,30194761728,BSE
JAICORPLTD,Jai Corp Limited,Specialty Chemicals,Basic Materials,65321250816,BSE
ZNIVITRD,Unknown,Unknown,Unknown,0,BSE
ASHCAP,Ashirwad Capital Limited,Unknown,Unknown,199599984,BSE
SVARTCORP,Swasti Vinayaka Art and Heritage Corporation Limited,Unknown,Unknown,199200000,BSE
BAJGLOB,Unknown,Unknown,Unknown,0,BSE
MMWL,Media Matrix Worldwide Limited,Unknown,Unknown,25520631808,BSE
TASHIND,Unknown,Unknown,Unknown,0,BSE
AUTOINT,Unknown,Unknown,Unknown,0,BSE
ZSPEEDCO,Unknown,Unknown,Unknown,0,BSE
BHAGYANGR,Unknown,Copper,Basic Materials,3321081088,BSE
CHMBBRW,Chambal Breweries & Distilleries Limited,Unknown,Unknown,59984968,BSE
ZMANSOON,Unknown,Unknown,Unknown,0,BSE
SGMART,Unknown,Unknown,Unknown,0,BSE
CESL,Unknown,Unknown,Unknown,0,BSE
ARAVALIS,Aravali Securities & Finance Limited,Unknown,Unknown,77284376,BSE
YASTF,Unknown,Unknown,Unknown,0,BSE
ZSHERAPR,Unknown,Unknown,Unknown,0,BSE
MAGANTR,Unknown,Unknown,Unknown,0,BSE
CRESSAN,Cressanda Solutions Limited,Unknown,Unknown,3800796416,BSE
STARTECK,Starteck Finance Limited,Credit Services,Financial Services,2606416896,BSE
SHARDUL,Shardul Securities Limited,Unknown,Unknown,7302082048,BSE
SERA,Unknown,Unknown,Unknown,0,BSE
BENGALS,Unknown,Unknown,Unknown,0,BSE
UNIWSEC,Unknown,Unknown,Unknown,0,BSE
MERCTRD,Unknown,Unknown,Unknown,0,BSE
NIRAVCOM,Nirav Commercials Limited,Unknown,Unknown,440118016,BSE
WHITHAL,Unknown,Unknown,Unknown,0,BSE
ASUTENT,Unknown,Unknown,Unknown,0,BSE
APOLLOFI,Apollo Finvest (India) Limited,Unknown,Unknown,3119291648,BSE
ENBETRD,Enbee Trade and Finance Limited,Unknown,Unknown,19120598,BSE
GANONPRO,Unknown,Unknown,Unknown,0,BSE
DEVITRD,Unknown,Unknown,Unknown,0,BSE
SHRJAGP,Shri Jagdamba Polymers Limited,Unknown,Unknown,6606597120,BSE
LLOYDSME,Lloyds Metals and Energy Limited,Steel,Basic Materials,512124813312,BSE
PUNCTRD,Unknown,Unknown,Unknown,0,BSE
LLOYDSENT,Unknown,Unknown,Unknown,0,BSE
BETXIND,Betex India Limited,Unknown,Unknown,574499968,BSE
VIRYA,Unknown,Unknown,Unknown,0,BSE
DHANCOT,Dhanlaxmi Cotex Limited,Unknown,Unknown,0,BSE
OASISEC,Oasis Securities Limited,Unknown,Unknown,0,BSE
GARNETINT,Garnet International Limited,Unknown,Unknown,2342455552,BSE
SHALPRO,Shalimar Productions Limited,Unknown,Unknown,620126656,BSE
MEENST,Unknown,Unknown,Unknown,0,BSE
VARUNME,Unknown,Unknown,Unknown,0,BSE
VINVANI,Unknown,Unknown,Unknown,0,BSE
DONEAR,Donear Industries Limited,Textile Manufacturing,Consumer Cyclical,6388199936,BSE
SUPER,Super Sales India Limited,Unknown,Unknown,4967076352,BSE
SEQUENT,Sequent Scientific Limited,Drug Manufacturers—Specialty & Generic,Healthcare,56025874432,BSE
STCINDIA,The State Trading Corporation of India Limited,Conglomerates,Industrials,10293000192,BSE
ZENITHEXPO,Zenith Exports Limited,Textile Manufacturing,Consumer Cyclical,1534693504,BSE
KOHINOOR,Kohinoor Foods Limited,Packaged Foods,Consumer Defensive,1772759168,BSE
NEELKANTH,Unknown,Unknown,Unknown,0,BSE
AVANTIFEED,Unknown,Packaged Foods,Consumer Defensive,84840382464,BSE
ZODJRDMKJ,Zodiac-JRD-MKJ Limited,Unknown,Unknown,442286496,BSE
SITAENT,Sita Enterprises Limited,Unknown,Unknown,224910000,BSE
PULSRIN,Pulsar International Limited,Unknown,Unknown,0,BSE
MANBRO,Unknown,Unknown,Unknown,0,BSE
KEYFINSERV,Unknown,Capital Markets,Financial Services,1939869184,BSE
ADANIENT,Adani Enterprises Limited,Thermal Coal,Energy,3630672117760,BSE
ASTALLTD,Unknown,Unknown,Unknown,0,BSE
BHANDARI,Unknown,Apparel Manufacturing,Consumer Cyclical,1661145984,BSE
RLF,RLF Limited,Unknown,Unknown,121864336,BSE
REGENTRP,Regent Enterprises Limited,Unknown,Unknown,197726720,BSE
ORBTEXP,Orbit Exports Limited,Textile Manufacturing,Consumer Cyclical,4780012544,BSE
SAVERA,Savera Industries Limited,Unknown,Unknown,2089189120,BSE
CHROME,Unknown,Unknown,Unknown,0,BSE
ZJEETMAC,Unknown,Unknown,Unknown,0,BSE
NAVA,Nava Limited,Conglomerates,Industrials,160612286464,BSE
ZHINUDYP,Unknown,Unknown,Unknown,0,BSE
REMIEDEL,Remi Edelstahl Tubulars Limited,Unknown,Unknown,898689792,BSE
GSAUTO,G.S. Auto International Limited,Unknown,Unknown,640529344,BSE
TRANSFRE,Trans Freight Containers Limited,Unknown,Unknown,234124032,BSE
SBCL,Unknown,Metal Fabrication,Industrials,37385125888,BSE
GANDHITUBE,Gandhi Special Tubes Limited,Metal Fabrication,Industrials,10107425792,BSE
AMFORG,Amforge Industries Limited,Unknown,Unknown,151784960,BSE
ORICONENT,Unknown,Packaging & Containers,Consumer Cyclical,6226953216,BSE
ACROW,Acrow India Limited,Unknown,Unknown,505600000,BSE
STLSTRINF,Steel Strips Infrastructures Limited,Unknown,Unknown,294121280,BSE
PENIND,Pennar Industries Limited,Specialty Industrial Machinery,Industrials,24587161600,BSE
JYOTISTRUC,Jyoti Structures Limited,Specialty Industrial Machinery,Industrials,22732656640,BSE
JAYUSH,Jay Ushin Limited,Unknown,Unknown,2991896064,BSE
SSWL,Steel Strips Wheels Limited,Auto Parts,Consumer Cyclical,33928046592,BSE
MANINDS,Man Industries (India) Limited,Steel,Basic Materials,22362775552,BSE
IMEC,Unknown,Unknown,Unknown,0,BSE
MDRNSTL,Modern Steels Limited,Unknown,Unknown,302635168,BSE
SYNTHFO,Synthiko Foils Limited,Unknown,Unknown,172973408,BSE
GOLKONDA,Golkonda Aluminium Extrusions Limited,Unknown,Unknown,52854236,BSE
GUJTLRM,Gujarat Toolroom Limited,Unknown,Unknown,0,BSE
AJMERA,Ajmera Realty & Infra India Limited,Real Estate—Development,Real Estate,24158119936,BSE
COCHINM,Cochin Minerals and Rutile Limited,Unknown,Unknown,2542792448,BSE
ISWL,India Steel Works Limited,Unknown,Unknown,1445033984,BSE
KVFORGE,Unknown,Unknown,Unknown,0,BSE
CARBORUNIV,Carborundum Universal Limited,Conglomerates,Industrials,279714693120,BSE
MMTC,MMTC Limited,Conglomerates,Industrials,134895001600,BSE
VALLABHSQ,Vallabh Steels Limited,Unknown,Unknown,49005000,BSE
ASHIS,Ashiana Ispat Limited,Unknown,Unknown,462117696,BSE
PMTELELIN,P.M. Telelinnks Limited,Unknown,Unknown,50475752,BSE
SMFIL,Smiths & Founders (India) Limited,Unknown,Unknown,765997504,BSE
BLOIN,Bloom Industries Limited,Unknown,Unknown,0,BSE
SHAHALLOYS,Shah Alloys Limited,Steel,Basic Materials,1827309312,BSE
ELANGO,Elango Industries Limited,Unknown,Unknown,51517352,BSE
KANSHST,Kanishk Steel Industries Limited,Unknown,Unknown,1012325120,BSE
MAHALXSE,Mahalaxmi Seamless Limited,Unknown,Unknown,56405352,BSE
SIMPLEXCAS,Simplex Castings Limited,Unknown,Unknown,2041996032,BSE
SSWRL,Shree Steel Wire Ropes Limited,Unknown,Unknown,135804192,BSE
SIZEMASTER,Unknown,Unknown,Unknown,0,BSE
SOUTHMG,Southern Magnesium and Chemicals Limited,Unknown,Unknown,990899968,BSE
BAROEXT,Baroda Extrusion Limited,Unknown,Unknown,1936146432,BSE
GUJCONT,Gujarat Containers Limited,Unknown,Unknown,1000615040,BSE
KALYANIFRG,Kalyani Forge Limited,Auto Parts,Consumer Cyclical,1817726592,BSE
PANCHMAHQ,Panchmahal Steel Limited,Unknown,Unknown,3898650624,BSE
ADITYA,Aditya Ispat Limited,Unknown,Unknown,55853996,BSE
SRIND,S.R. Industries Limited,Unknown,Unknown,27149430,BSE
STEELCAS,Steelcast Limited,Steel,Basic Materials,16209203200,BSE
PITTIENG,Pitti Engineering Limited,Metal Fabrication,Industrials,45737181184,BSE
GLITTEKG,Glittek Granites Limited,Unknown,Unknown,102020440,BSE
PRADPME,Pradeep Metals Limited,Unknown,Unknown,5019525632,BSE
GNRL,Gujarat Natural Resources Limited,Unknown,Unknown,1243722880,BSE
TNSTLTU,Tamilnadu Steel Tubes Limited,Unknown,Unknown,105878368,BSE
SHRDAIS,Sharda Ispat Limited,Unknown,Unknown,2533069312,BSE
MAHASTEEL,Mahamaya Steel Industries Limited,Steel,Basic Materials,3378912768,BSE
NOVIS,Nova Iron & Steel Limited,Unknown,Unknown,0,BSE
STERPOW,Sterling Powergensys Limited,Unknown,Unknown,0,BSE
FFPL,Foundry Fuel Products Limited,Unknown,Unknown,0,BSE
HINDCOPPER,Hindustan Copper Limited,Copper,Basic Materials,337104568320,BSE
TULSYAN,Tulsyan NEC Limited,Unknown,Unknown,1380000000,BSE
AXELPOLY,Axel Polymers Limited,Unknown,Unknown,268234000,BSE
NLCINDIA,NLC India Limited,Utilities—Regulated Electric,Utilities,402264260608,BSE
SPECTRA,Spectra Industries Limited,Unknown,Unknown,32561100,BSE
KAJARIR,K I C Metaliks Limited,Unknown,Unknown,1699903360,BSE
SOLIDSTON,Solid Stone Company Limited,Unknown,Unknown,186793600,BSE
SHILGRAVQ,Shilp Gravures Limited,Unknown,Unknown,1070065216,BSE
WHITEORG,White Organic Agro Limited,Unknown,Unknown,255500000,BSE
MFSINTRCRP,MFS Intercorp Limited,Unknown,Unknown,0,BSE
AROGRANITE,Aro Granite Industries Limited,Building Products & Equipment,Industrials,902547008,BSE
RUDRAECO,Unknown,Unknown,Unknown,0,BSE
RAJKSYN,Rajkamal Synthetics Limited,Unknown,Unknown,382524992,BSE
DEEPAKSP,Deepak Spinners Limited,Unknown,Unknown,1491794304,BSE
LOYALTEX,Loyal Textile Mills Limited,Textile Manufacturing,Consumer Cyclical,2668794880,BSE
HIMATSEIDE,Himatsingka Seide Limited,Textile Manufacturing,Consumer Cyclical,15059027968,BSE
BSL,BSL Limited,Textile Manufacturing,Consumer Cyclical,2273032448,BSE
MARKOBENZ,Unknown,Unknown,Unknown,0,BSE
PBMPOLY,PBM Polytex Limited,Unknown,Unknown,627916928,BSE
ADINATH,Adinath Textiles Limited,Unknown,Unknown,210972272,BSE
KONARKSY,Konark Synthetic Limited,Unknown,Unknown,0,BSE
SURYALA,Suryalata Spinning Mills Limited,Unknown,Unknown,1693572224,BSE
SURYVANSP,Suryavanshi Spinning Mills Limited,Unknown,Unknown,125414216,BSE
TTL,T.T. Limited,Textile Manufacturing,Consumer Cyclical,2492692992,BSE
WELSPUNLIV,Welspun Living Limited,Textile Manufacturing,Consumer Cyclical,166142197760,BSE
INDIANACRY,Indian Acrylics Limited,Unknown,Unknown,1747006976,BSE
GANECOS,Ganesha Ecosphere Limited,Textile Manufacturing,Consumer Cyclical,49176035328,BSE
CEETAIN,Ceeta Industries Ltd.,Unknown,Unknown,593728256,BSE
VARDMNPOLY,Vardhman Polytex Limited,Textile Manufacturing,Consumer Cyclical,4179886080,BSE
RISHYRN,Unknown,Unknown,Unknown,0,BSE
BLACKROSE,Black Rose Industries Limited,Unknown,Unknown,7254750208,BSE
STCORP,S and T Corporation Limited,Unknown,Unknown,90846248,BSE
SUMEETINDS,Sumeet Industries Limited,Textile Manufacturing,Consumer Cyclical,439442048,BSE
RAMGOPOLY,Ramgopal Polytex Limited,Unknown,Unknown,87000000,BSE
SANGAMIND,Sangam (India) Limited,Textile Manufacturing,Consumer Cyclical,22635952128,BSE
TTLEL,Unknown,Unknown,Unknown,0,BSE
MKVENTURES,Unknown,Unknown,Unknown,0,BSE
KUSHIND,Kush Industries Limited,Unknown,Unknown,146552496,BSE
SRECR,Sreechem Resins Limited,Unknown,Unknown,260000000,BSE
SURBHIN,Unknown,Unknown,Unknown,0,BSE
SEASONST,Seasons Textiles Limited,Unknown,Unknown,157820624,BSE
ZENIFIB,Zenith Fibres Limited,Unknown,Unknown,330124512,BSE
BHILSPIN,Bhilwara Spinners Limited,Unknown,Unknown,1061835456,BSE
AARVEEDEN,Aarvee Denims and Exports Ltd.,Textile Manufacturing,Consumer Cyclical,1123724416,BSE
SANTETX,Sanrhea Technical Textiles Ltd.,Unknown,Unknown,572668992,BSE
ASHIMASYN,Ashima Limited,Textile Manufacturing,Consumer Cyclical,6897843712,BSE
PIONEEREMB,Pioneer Embroideries Limited,Textile Manufacturing,Consumer Cyclical,1599627392,BSE
VIPPYSP,Vippy Spinpro Limited,Unknown,Unknown,1038109504,BSE
JAIHINDS,Jaihind Synthetics Limited,Unknown,Unknown,311609024,BSE
RAGHUSYN,Raghuvir Synthetics Limited,Unknown,Unknown,517118752,BSE
JATTAINDUS,Jattashankar Industries Limited,Unknown,Unknown,0,BSE
KAMADGIRI,Kamadgiri Fashion Limited,Unknown,Unknown,562755200,BSE
OMNITEX,Omnitex Industries (India) Limited,Unknown,Unknown,1239789056,BSE
PATSPINLTD,Patspin India Limited,Unknown,Unknown,448649216,BSE
ONEGLOBAL,Unknown,Unknown,Unknown,0,BSE
NEOINFRA,Neo Infracon Limited,Unknown,Unknown,122056400,BSE
WINSOME,Winsome Yarns Limited,Textile Manufacturing,Consumer Cyclical,273636864,BSE
PREMIERPOL,Premier Polyfilm Ltd.,Specialty Chemicals,Basic Materials,4818155008,BSE
EVERFIN,Unknown,Unknown,Unknown,0,BSE
KRRAIL,Unknown,Unknown,Unknown,0,BSE
YARNSYN,Yarn Syndicate Limited,Unknown,Unknown,157500000,BSE
GUJCOTEX,Gujarat Cotex Limited,Textile Manufacturing,Consumer Cyclical,153265440,BSE
GARWSYN,Garware Synthetics Limited,Unknown,Unknown,168458096,BSE
ECOHOTELS,Unknown,Unknown,Unknown,0,BSE
MANORG,Mangalam Organics Limited,Specialty Chemicals,Basic Materials,4547289600,BSE
HINDADH,Hindustan Adhesives Limited,Unknown,Unknown,2091543424,BSE
BPAGRI,Unknown,Unknown,Unknown,0,BSE
SRIKPRIND,Sri KPR Industries Limited,Unknown,Unknown,725245184,BSE
LSIND,Unknown,Unknown,Unknown,0,BSE
JYOTIRES,Jyoti Resins and Adhesives Limited,Unknown,Unknown,6141000192,BSE
MHLXMIRU,Mahalaxmi Rubtech Limited,Textile Manufacturing,Consumer Cyclical,1758721792,BSE
SOUTLAT,Southern Latex Limited,Unknown,Unknown,233654592,BSE
OSWAYRN,Oswal Yarns Limited,Unknown,Unknown,198815808,BSE
WINSOMTX,Winsome Textile Industries Limited,Unknown,Unknown,1946323968,BSE
